Data Table,,,,,,,,,,,
Step,Column,Chan,Result,Column,Trials,Step 1,Chan 1,Chan 2,Chan 3,Chan 4,Chan 5
,,,,,,13.25,-578120.25,1423.684814,5321.697266,1368.945068,-43194.64063
,,,,,,13.5,-648980.75,824.0926514,6221.420898,771.3482056,-44487.64063
,,,,,,13.75,-672913.25,156.5005493,6579.144531,115.7512512,-42591.13281
,,,,,,14,-668029.75,-533.0915527,6742.868652,-557.8457031,-39834.13281
,,,,,,14.25,-647498.25,-1204.683716,6886.592285,-1203.442627,-37153.13281
,,,,,,14.5,-618886.75,-1808.275879,7080.315918,-1785.039551,-34784.62891
,,,,,,14.75,-585795.25,-2359.86792,7342.039551,-2330.636475,-32690.62695
,,,,,,15,-549663.75,-2847.459961,7631.763672,-2824.233398,-30832.125
,,,,,,15.25,-510780.2813,-3233.052002,7907.487305,-3219.830322,-29208.12109
,,,,,,15.5,-469640.7813,-3516.644043,8199.210938,-3535.427246,-27759.11914
,,,,,,15.75,-427893.2813,-3702.236328,8484.93457,-3751.023926,-26448.11719
,,,,,,16,-387265.8125,-3753.828613,8684.658203,-3794.621094,-25301.11523
,,,,,,16.25,-349054.3125,-3651.42041,8792.381836,-3660.218262,-24310.11328
,,,,,,16.5,-313834.8125,-3429.012695,8858.106445,-3421.814941,-23447.60938
,,,,,,16.75,-281143.3125,-3134.604736,8915.830078,-3143.411865,-22710.10938
,,,,,,17,-250227.8125,-2800.196777,8957.553711,-2839.008789,-22060.10547
,,,,,,17.25,-220320.3125,-2421.789063,8957.277344,-2470.605713,-21441.10352
,,,,,,17.5,-190396.8125,-1983.381104,8915.000977,-2020.202637,-20842.10156
,,,,,,17.75,-159913.3281,-1516.973145,8856.724609,-1541.799561,-20282.59961
,,,,,,18,-128549.8281,-1078.565308,8794.448242,-1095.396484,-19804.59766
,,,,,,18.25,-96114.32813,-642.1574707,8656.171875,-662.9934082,-19478.09375
,,,,,,18.5,-63918.82813,-153.7495117,8373.896484,-186.5903931,-19317.5918
,,,,,,18.75,-34635.34375,346.6583557,7991.619629,325.8127136,-19262.08984
,,,,,,19,-10567.84375,841.0662842,7565.34375,836.2157593,-19265.08789
,,,,,,19.25,6523.65625,1361.474121,7079.067383,1348.618896,-19346.58594
,,,,,,19.5,15855.15625,1947.88208,6492.791016,1915.021973,-19568.08203
,,,,,,19.75,17730.65625,2636.290039,5828.514648,2591.424805,-19945.58008
,,,,,,20,13574.15625,3392.697754,5154.23877,3335.828125,-20430.57813
,,,,,,20.25,6377.65625,4145.105469,4517.962402,4080.231201,-20994.07617
,,,,,,20.5,-594.875,4847.513672,3889.686035,4796.634277,-21614.57422
,,,,,,20.75,-5519.375,5465.921387,3263.409912,5443.037109,-22244.07031
,,,,,,21,-7819.875,6008.32959,2685.133545,5997.44043,-22858.07031
,,,,,,21.25,-8504.375,6518.737305,2160.857422,6495.843262,-23426.56641
,,,,,,21.5,-10324.875,7011.14502,1658.581177,6974.246582,-23895.06445
,,,,,,21.75,-16209.375,7479.553223,1168.304932,7438.649414,-24248.5625
,,,,,,22,-28157.875,7921.960938,714.0286865,7883.052734,-24503.05859
,,,,,,22.25,-46682.375,8330.369141,343.7524414,8291.455078,-24674.05859
,,,,,,22.5,-70134.89063,8666.777344,65.47619629,8631.859375,-24774.55469
,,,,,,22.75,-96115.39063,8883.18457,-148.8000488,8872.261719,-24799.05273
,,,,,,23,-123071.9063,8953.592773,-279.0762939,8966.665039,-24695.05078
,,,,,,23.25,-150412.4063,8906,-313.3525391,8919.068359,-24409.04883
,,,,,,23.5,-178360.9063,8816.408203,-277.6287842,8807.470703,-23952.54688
,,,,,,23.75,-207173.4063,8726.816406,-213.9050293,8703.874023,-23395.54297
,,,,,,24,-236065.9063,8639.224609,-180.1812744,8606.277344,-22816.04297
,,,,,,24.25,-263790.4063,8517.631836,-170.4575195,8468.679688,-22226.53906
,,,,,,24.5,-289258.9375,8308.040039,-116.7337646,8255.083984,-21599.53711
,,,,,,24.75,-311559.4375,8024.447754,0.989997864,7987.486328,-20951.03516
,,,,,,25,-330787.9375,7724.855469,142.7137451,7701.889648,-20316.0332
,,,,,,25.25,-347776.4375,7429.263672,234.4375,7406.29248,-19702.03125
,,,,,,25.5,-363612.9375,7133.671387,224.1612549,7106.695801,-19100.02734
,,,,,,25.75,-379305.4375,6876.079102,91.8850174,6839.098633,-18549.52539
,,,,,,26,-395381.9375,6706.487305,-160.3912354,6665.501953,-18119.02344
,,,,,,26.25,-411938.4375,6608.89502,-500.6674805,6581.904785,-17800.52148
,,,,,,26.5,-429710.9375,6543.303223,-806.9437256,6532.308105,-17532.51953
,,,,,,26.75,-448955.4375,6449.710938,-945.2199707,6450.710938,-17262.51563
,,,,,,27,-468439.9375,6292.118652,-923.4962158,6291.114258,-16984.01367
,,,,,,27.25,-486452.4688,6076.526855,-895.7724609,6087.51709,-16793.01172
,,,,,,27.5,-501200.9688,5826.93457,-972.0487061,5875.92041,-16782.50977
,,,,,,27.75,-511117.4688,5579.342285,-1108.324951,5644.323242,-16925.50781
,,,,,,28,-515625.9688,5423.750488,-1268.601196,5470.726563,-17197.50586
,,,,,,28.25,-514998.5,5464.158203,-1526.877441,5481.129395,-17622.50195
,,,,,,28.5,-511107,5702.565918,-1915.153687,5677.532715,-18148.5
,,,,,,28.75,-507167.5,6050.974121,-2363.429932,5989.935547,-18696.49805
,,,,,,29,-505772,6441.381836,-2821.706055,6372.338867,-19242.49609
,,,,,,29.25,-508152.5,6845.789551,-3289.982422,6794.741699,-19784.49414
,,,,,,29.5,-513989,7250.197754,-3778.258545,7225.14502,-20358.49219
,,,,,,29.75,-520305.5,7618.605469,-4246.534668,7613.547852,-20999.48828
,,,,,,30,-522766,7917.013672,-4644.811035,7921.951172,-21689.98633
,,,,,,30.25,-518010.5,8157.421387,-4995.087402,8158.354004,-22385.98438
,,,,,,30.5,-504583,8367.829102,-5341.36377,8356.756836,-23034.48242
,,,,,,30.75,-483523.5,8574.237305,-5697.639648,8553.160156,-23613.48047
,,,,,,31,-457328,8788.644531,-6077.916016,8767.5625,-24146.47656
,,,,,,31.25,-428156.5313,9027.052734,-6474.192383,9009.96582,-24655.47656
,,,,,,31.5,-397241.0313,9295.460938,-6852.46875,9284.369141,-25152.97266
,,,,,,31.75,-365013.5313,9563.869141,-7208.744629,9564.772461,-25639.9707
,,,,,,32,-331202.0313,9792.276367,-7561.020996,9795.175781,-26103.96875
,,,,,,32.25,-296238.5313,10006.68457,-7921.297363,10005.57813,-26543.96484
,,,,,,32.5,-261643.0469,10255.09277,-8321.573242,10251.98145,-27001.46484
,,,,,,32.75,-228583.5469,10513.5,-8777.849609,10496.38477,-27493.46094
,,,,,,33,-197956.0469,10741.9082,-9270.125977,10700.78809,-27987.95898
,,,,,,33.25,-170032.5469,10960.31641,-9760.402344,10893.19043,-28485.45703
,,,,,,33.5,-144253.0625,11172.72363,-10218.67871,11089.59375,-29007.95508
,,,,,,33.75,-119897.5625,11359.13184,-10692.95508,11269.99707,-29556.45313
,,,,,,34,-95926.0625,11539.54004,-11277.23145,11454.40039,-30138.94922
,,,,,,34.25,-71346.5625,11759.94727,-11993.50684,11694.80273,-30774.94727
,,,,,,34.5,-45967.0625,12004.35547,-12771.7832,11969.20605,-31467.94531
,,,,,,34.75,-19483.5625,12212.76367,-13540.05957,12201.60938,-32195.94336
,,,,,,35,7991.90625,12361.1709,-14260.33594,12364.0127,-32893.94141
,,,,,,35.25,34475.40625,12511.5791,-14970.6123,12502.41504,-33525.9375
,,,,,,35.5,57278.90625,12735.9873,-15720.88867,12702.81836,-34138.9375
,,,,,,35.75,74530.40625,13018.39453,-16469.16406,12973.22168,-34747.93359
,,,,,,36,84901.90625,13332.80273,-17169.44141,13287.625,-35348.92969
,,,,,,36.25,87929.40625,13689.21094,-17811.7168,13652.02734,-35969.42969
,,,,,,36.5,83916.90625,14081.61816,-18379.99414,14050.43066,-36596.42969
,,,,,,36.75,74672.40625,14470.02637,-18906.26953,14436.83398,-37212.42578
,,,,,,37,63699.875,14766.43457,-19392.54688,14739.2373,-37805.92188
,,,,,,37.25,54103.375,14918.84277,-19788.82227,14909.63965,-38338.42188
,,,,,,37.5,47146.875,14979.25,-20125.09766,14990.04297,-38797.41797
,,,,,,37.75,42878.375,15035.6582,-20445.375,15054.44629,-39174.91406
,,,,,,38,39681.875,15150.06641,-20703.65039,15158.84961,-39445.91406
,,,,,,38.25,34501.375,15338.47363,-20889.92773,15329.25195,-39624.91406
,,,,,,38.5,24600.875,15550.88184,-21028.20313,15529.65527,-39718.90625
,,,,,,38.75,8540.375,15735.29004,-21114.48047,15710.05859,-39739.90625
,,,,,,39,-13312.125,15931.69727,-21134.75586,15906.46191,-39755.90625
,,,,,,39.25,-38924.65625,16200.10547,-21107.03125,16178.86426,-39796.40234
,,,,,,39.5,-66329.14063,16510.51367,-21067.30859,16489.26758,-39824.89844
,,,,,,39.75,-94597.65625,16776.92188,-21021.58398,16759.67188,-39801.89844
,,,,,,40,-123650.1563,16961.32813,-20951.86133,16958.07422,-39709.39453
,,,,,,40.25,-153678.6563,17117.73633,-20886.13672,17128.47656,-39580.89063
,,,,,,40.5,-184379.1563,17310.14453,-20874.41406,17312.88086,-39476.39063
,,,,,,40.75,-214599.6563,17514.55273,-20886.68945,17483.2832,-39396.39063
,,,,,,41,-243156.1719,17656.96094,-20828.9668,17585.68555,-39300.88672
,,,,,,41.25,-268912.6875,17683.36914,-20671.24219,17596.08984,-39172.88281
,,,,,,41.5,-291309.1875,17619.77734,-20451.51758,17552.49219,-38982.38281
,,,,,,41.75,-310937.6875,17508.18359,-20143.79492,17476.89453,-38653.87891
,,,,,,42,-328582.1875,17354.5918,-19686.07031,17349.29883,-38160.875
,,,,,,42.25,-345154.6875,17181,-19132.34766,17169.70117,-37572.875
,,,,,,42.5,-361711.1875,17003.4082,-18586.62305,16960.10547,-36980.375
,,,,,,42.75,-378555.6875,16793.81641,-18076.90039,16720.50781,-36421.36719
,,,,,,43,-395960.1875,16534.22266,-17587.17578,16456.91016,-35880.36719
,,,,,,43.25,-414948.6875,16212.63184,-17099.45117,16147.31348,-35335.36719
,,,,,,43.5,-435313.2188,15791.04004,-16593.72852,15739.7168,-34790.86328
,,,,,,43.75,-455405.7188,15297.44727,-16072.00488,15252.12012,-34278.85938
,,,,,,44,-473322.2188,14809.85547,-15572.28125,14766.52344,-33860.85938
,,,,,,44.25,-487222.7188,14348.26367,-15122.55664,14304.92578,-33549.85547
,,,,,,44.5,-495715.2188,13902.6709,-14742.83301,13861.3291,-33285.35156
,,,,,,44.75,-498431.75,13473.0791,-14425.10938,13441.73242,-33029.85156
,,,,,,45,-496204.25,13063.4873,-14119.38574,13046.13477,-32770.85156
,,,,,,45.25,-491816.75,12681.89453,-13831.66211,12684.53809,-32493.34766
,,,,,,45.5,-488581.25,12336.30273,-13593.93848,12356.94141,-32202.34375
,,,,,,45.75,-488353.75,11994.71094,-13386.21484,12009.34473,-31899.8418
,,,,,,46,-491854.25,11621.11816,-13176.49121,11591.74707,-31577.33984
,,,,,,46.25,-498138.75,11239.52637,-12970.7666,11174.15039,-31294.83789
,,,,,,46.5,-503639.25,10911.93457,-12743.04297,10864.55371,-31138.83594
,,,,,,46.75,-504243.75,10648.3418,-12423.31934,10634.95703,-31077.83398
,,,,,,47,-497120.25,10402.75,-12045.5957,10385.35938,-31021.83008
,,,,,,47.25,-481292.75,10169.1582,-11703.87207,10129.7627,-30939.32813
,,,,,,47.5,-458473.25,9969.56543,-11422.14844,9920.166016,-30844.32617
,,,,,,47.75,-431397.7813,9767.973633,-11162.4248,9724.569336,-30730.32422
,,,,,,48,-401842.2813,9542.381836,-10896.70117,9510.97168,-30569.82227
,,,,,,48.25,-370478.7813,9348.789063,-10674.97656,9341.375,-30388.32031
,,,,,,48.5,-337275.2813,9257.197266,-10559.25293,9269.77832,-30269.31641
,,,,,,48.75,-302423.7813,9245.605469,-10535.5293,9264.181641,-30219.31445
,,,,,,49,-267060.2813,9274.012695,-10547.80566,9280.583984,-30183.8125
,,,,,,49.25,-232464.7969,9338.420898,-10548.08203,9324.987305,-30142.31055
,,,,,,49.5,-199805.2969,9420.829102,-10534.3584,9383.390625,-30088.80859
,,,,,,49.75,-170073.7969,9465.237305,-10538.63477,9417.793945,-30020.80664
,,,,,,50,-143174.3125,9431.644531,-10586.91113,9410.196289,-29961.30469
,,,,,,50.25,-118290.8125,9348.052734,-10677.18652,9358.599609,-29920.80078
,,,,,,50.5,-94495.3125,9264.460938,-10779.46289,9283.00293,-29897.29883
,,,,,,50.75,-70427.8125,9216.868164,-10847.73926,9231.40625,-29902.29688
,,,,,,51,-45368.3125,9203.276367,-10874.01563,9213.808594,-29924.79297
,,,,,,51.25,-19380.8125,9171.68457,-10870.29199,9170.211914,-29934.79297
,,,,,,51.5,7822.6875,9060.091797,-10810.56836,9034.615234,-29891.28906
,,,,,,51.75,35634.15625,8862.5,-10682.84473,8817.018555,-29759.78711
,,,,,,52,61589.65625,8632.908203,-10515.12109,8587.421875,-29557.78516
,,,,,,52.25,83081.15625,8411.316406,-10355.39648,8379.824219,-29322.7832
,,,,,,52.5,98156.65625,8215.723633,-10231.67285,8188.227539,-29060.28125
,,,,,,52.75,105952.1563,8006.131348,-10115.94922,7964.630371,-28774.27734
,,,,,,53,106595.6563,7744.539551,-9964.225586,7683.033691,-28460.77734
,,,,,,53.25,100791.1563,7468.947266,-9780.501953,7395.436523,-28122.27344
,,,,,,53.5,90810.65625,7183.35498,-9586.77832,7111.839844,-27792.27148
,,,,,,53.75,80302.125,6853.763184,-9367.054688,6794.242676,-27488.26953
,,,,,,54,71825.625,6480.170898,-9101.331055,6432.645996,-27163.76563
,,,,,,54.25,66309.125,6048.579102,-8737.606445,6011.048828,-26756.26563
,,,,,,54.5,63288.625,5520.986816,-8269.882813,5499.452148,-26240.26172
,,,,,,54.75,60428.125,4945.394531,-7786.15918,4929.85498,-25626.25977
,,,,,,55,54591.625,4389.802734,-7342.435547,4366.257813,-24951.75781
,,,,,,55.25,43379.125,3868.210449,-6890.711914,3834.661133,-24243.75586
,,,,,,55.5,25574.625,3336.618408,-6406.988281,3307.064209,-23502.75391
,,,,,,55.75,2106.09375,2755.026123,-5893.26416,2745.467285,-22755.25
,,,,,,56,-24722.40625,2137.434082,-5329.540527,2135.870361,-22034.24805
,,,,,,56.25,-53118.90625,1503.842041,-4681.816895,1488.273438,-21318.24609
,,,,,,56.5,-82251.40625,840.2498779,-3968.093018,812.6765137,-20570.24414
,,,,,,56.75,-111959.9063,136.6578064,-3264.369385,127.0796204,-19783.24219
,,,,,,57,-142468.4063,-596.9343262,-2590.645508,-562.517334,-18971.23828
,,,,,,57.25,-173296.9219,-1354.526367,-1902.921753,-1296.114258,-18115.73828
,,,,,,57.5,-203261.4063,-2156.118408,-1225.197998,-2111.711182,-17211.23438
,,,,,,57.75,-231385.9219,-3009.710693,-629.4743042,-2987.308105,-16339.23242
,,,,,,58,-256534.4219,-3889.302734,-139.7505341,-3866.904785,-15569.23047
,,,,,,58.25,-278466.9375,-4740.89502,275.9732056,-4696.501953,-14874.72754
,,,,,,58.5,-297983.4375,-5506.486816,671.6969604,-5446.099121,-14221.22559
,,,,,,58.75,-315851.9375,-6134.079102,1061.420654,-6087.695801,-13588.22363
,,,,,,59,-333080.4375,-6649.671387,1409.144531,-6633.292969,-12933.2207
,,,,,,59.25,-350564.9375,-7139.263184,1684.868286,-7134.889648,-12244.71875
,,,,,,59.5,-368433.4375,-7616.855469,1866.592041,-7606.486328,-11585.2168
,,,,,,59.75,-387213.9375,-8038.447266,1956.315796,-8020.083984,-11040.71387
,,,,,,60,-407482.4375,-8378.040039,1962.039551,-8375.680664,-10665.21191
,,,,,,60.25,-428294.9688,-8631.631836,1873.763306,-8667.277344,-10466.20996
,,,,,,60.5,-447747.4688,-8837.223633,1697.487061,-8904.874023,-10396.70703
,,,,,,60.75,-464047.9688,-9068.816406,1481.210815,-9134.47168,-10394.20508
,,,,,,61,-475708.4688,-9288.408203,1248.93457,-9310.068359,-10468.20313
,,,,,,61.25,-482136.9688,-9348,942.6582642,-9317.665039,-10688.2002
,,,,,,61.5,-483397.5,-9179.591797,494.3820496,-9135.261719,-11058.69824
,,,,,,61.75,-480690,-8817.18457,-115.8942108,-8802.859375,-11494.69531
,,,,,,62,-476974.5,-8278.776367,-890.1704712,-8300.456055,-11963.69336
,,,,,,62.25,-475179,-7580.368652,-1802.446655,-7606.052734,-12530.19141
,,,,,,62.5,-476631.5,-6769.960938,-2822.7229,-6765.649902,-13212.68945
,,,,,,62.75,-481620,-5907.552734,-3894.999268,-5869.246582,-13934.18652
,,,,,,63,-488288.5,-5041.14502,-4919.275391,-4980.84375,-14648.68457
,,,,,,63.25,-492557,-4176.736816,-5845.551758,-4116.44043,-15376.68164
,,,,,,63.5,-490681.5,-3302.329102,-6751.828125,-3258.037354,-16125.67969
,,,,,,63.75,-480550,-2411.921143,-7714.104004,-2389.634277,-16877.17773
,,,,,,64,-462178.5,-1487.513428,-8742.380859,-1471.231201,-17618.17578
,,,,,,64.25,-437759,-491.1054688,-9824.65625,-456.8282471,-18372.17188
,,,,,,64.5,-409643.5313,625.3024292,-10962.93262,669.5748291,-19206.17188
,,,,,,64.75,-379240.0313,1867.710327,-12141.20898,1911.977905,-20165.16797
,,,,,,65,-347236.5313,3196.118164,-13299.48535,3236.381104,-21221.16602
,,,,,,65.25,-313665.0313,4578.526367,-14397.76172,4596.78418,-22329.66406
,,,,,,65.5,-278717.5313,6004.934082,-15436.03809,5987.187012,-23463.66016
,,,,,,65.75,-243594.0313,7435.341797,-16430.31445,7387.590332,-24597.66016
,,,,,,66,-209654.5469,8785.75,-17356.58984,8731.993164,-25706.65625
,,,,,,66.25,-178083.0469,10032.15723,-18172.86719,9990.396484,-26802.1543
,,,,,,66.5,-149471.5469,11242.56543,-18897.14258,11216.7998,-27942.15234
,,,,,,66.75,-123196.0625,12520.97363,-19579.41992,12485.20215,-29134.65039
,,,,,,67,-98584.5625,13889.38086,-20231.69531,13829.60547,-30331.64844
,,,,,,67.25,-74901.0625,15285.78906,-20885.9707,15220.00879,-31552.14453
,,,,,,67.5,-51009.5625,16686.19727,-21606.24805,16628.41211,-32855.14063
,,,,,,67.75,-26446.0625,18116.60547,-22378.52344,18060.81445,-34234.64063
,,,,,,68,-1018.5625,19555.01367,-23118.80078,19495.21875,-35646.64063
,,,,,,68.25,25768.90625,20965.41992,-23787.07617,20907.62109,-37048.13672
,,,,,,68.5,52652.40625,22351.82813,-24403.35352,22298.02344,-38383.13281
,,,,,,68.75,76975.90625,23708.23633,-24953.62891,23662.42773,-39619.63281
,,,,,,69,96435.40625,25018.64453,-25419.90625,24976.83008,-40758.62891
,,,,,,69.25,109302.9063,26265.05273,-25828.18164,26217.23242,-41808.125
,,,,,,69.5,114810.4063,27439.46094,-26194.45703,27377.63672,-42786.625
,,,,,,69.75,113261.9063,28525.86719,-26534.73438,28454.03906,-43702.625
,,,,,,70,105825.4063,29500.27539,-26895.00977,29434.44336,-44564.62109
,,,,,,70.25,95300.90625,30372.68359,-27317.28711,30320.8457,-45407.11719
,,,,,,70.5,85032.375,31183.0918,-27799.5625,31129.24805,-46249.11719
,,,,,,70.75,77003.875,31915.5,-28283.83984,31849.65234,-47076.11328
,,,,,,71,71919.375,32535.9082,-28714.11523,32472.05469,-47853.10938
,,,,,,71.25,68866.875,33056.31641,-29072.39063,33000.45703,-48522.10938
,,,,,,71.5,65014.375,33492.72266,-29368.66797,33438.85938,-49047.10547
,,,,,,71.75,57257.875,33853.13281,-29608.94336,33795.26563,-49417.10547
