Data Table,,,,,,,,,,,,
Step,Column,Chan,Result,Column,Trials,Step 1,Chan 1,Chan 2,Chan 3,Chan 4,Chan 5,
,,,,,,-3.25,-597342,6338.07421875,2582.6650390625,6279.62158203125,-29932.1171875,
,,,,,,-3,-572524.5,6093.3115234375,2627.64331054688,6058.85107421875,-29783.23046875,
,,,,,,-2.75,-551530.9375,5779.54833984375,2767.62158203125,5771.08056640625,-29522.341796875,
,,,,,,-2.5,-536401.375,5436.78564453125,2983.59985351563,5441.31005859375,-29168.953125,
,,,,,,-2.25,-527087.8125,5152.02294921875,3209.57836914063,5158.53955078125,-28796.064453125,
,,,,,,-2,-521758.28125,4953.26025390625,3376.556640625,4953.76904296875,-28485.67578125,
,,,,,,-1.75,-517140.75,4753.49755859375,3476.53491210938,4743.99853515625,-28256.787109375,
,,,,,,-1.5,-509051.1875,4431.734375,3569.51318359375,4418.22802734375,-28035.3984375,
,,,,,,-1.25,-493745.625,3964.97192382813,3703.49145507813,3956.45751953125,-27770.01171875,
,,,,,,-1,-469320.09375,3424.20922851563,3874.46997070313,3411.68701171875,-27468.123046875,
,,,,,,-0.75,-435878.53125,2871.4462890625,4051.4482421875,2843.91650390625,-27120.234375,
,,,,,,-0.5,-394829,2334.68359375,4228.4267578125,2306.14599609375,-26691.345703125,
,,,,,,-0.25,-349859.4375,1849.9208984375,4426.40478515625,1845.37548828125,-26128.95703125,
,,,,,,0,-308505.90625,1473.158203125,4649.3828125,1488.60498046875,-25397.5703125,
,,,,,,0.25,-279168.375,1242.3955078125,4857.361328125,1273.83447265625,-24552.1796875,
,,,,,,0.5,-266606.8125,1144.6328125,4943.33984375,1268.06396484375,-23750.29296875,
,,,,,,0.75,-270597.25,1101.8701171875,4935.31787109375,1362.29345703125,-23063.404296875,
,,,,,,1,-287187.6875,990.10693359375,5071.29638671875,1278.52294921875,-22374.515625,
,,,,,,1.25,-309442.15625,744.34423828125,5410.27490234375,942.75244140625,-21635.626953125,
,,,,,,1.5,-327936.625,370.58154296875,5807.2529296875,460.98193359375,-20969.73828125,
,,,,,,1.75,-333511.0625,-127.18115234375,6198.2314453125,-113.78857421875,-20454.3515625,
,,,,,,2,-321373.53125,-713.94384765625,6513.20947265625,-748.55908203125,-19680.9609375,
,,,,,,2.25,-286691.96875,-1411.70703125,6010.18798828125,-1479.3291015625,-14168.07421875,
,,,,,,2.5,-206666.421875,-2652.4697265625,3068.16625976563,-2725.099609375,6375.3125,
,,,,,,2.75,-53408.875,-4814.232421875,-2303.85546875,-4859.8701171875,42093.703125,
,,,,,,3,155784.6875,-7300.9951171875,-7299.876953125,-7324.640625,74635.09375,
,,,,,,3.25,362650.1875,-9158.7578125,-9846.8984375,-9180.4111328125,90146.9765625,
,,,,,,3.5,524763.75,-10172.51953125,-10331.9208984375,-10201.181640625,91467.8671875,
,,,,,,3.75,635517.25,-10691.283203125,-9822.9423828125,-10722.953125,86390.2578125,
,,,,,,4,706278.875,-11042.046875,-8961.9638671875,-11065.72265625,79814.1484375,
,,,,,,4.25,750792.375,-11343.80859375,-8000.9853515625,-11360.494140625,73655.03125,
,,,,,,4.5,779362,-11590.572265625,-7059.00732421875,-11614.263671875,68276.421875,
,,,,,,4.75,798243.5,-11788.333984375,-6219.02880859375,-11816.03515625,63527.8125,
,,,,,,5,810757,-11996.09765625,-5483.05078125,-12000.8046875,59276.6953125,
,,,,,,5.25,819438.625,-12281.859375,-4728.072265625,-12238.576171875,55502.0859375,
,,,,,,5.5,827712.125,-12612.623046875,-3861.09375,-12543.345703125,52187.9765625,
,,,,,,5.75,838729.625,-12855.384765625,-2987.11572265625,-12803.1171875,49211.859375,
,,,,,,6,853307.25,-12918.1484375,-2239.13745117188,-12876.88671875,46389.75,
,,,,,,6.25,870100.75,-12810.91015625,-1599.15893554688,-12754.658203125,43668.140625,
,,,,,,6.5,886470.375,-12611.673828125,-988.180786132813,-12545.427734375,41164.03125,
,,,,,,6.75,898527.875,-12397.435546875,-371.202392578125,-12346.19921875,38997.9140625,
,,,,,,7,902129.375,-12176.19921875,192.77587890625,-12147.96875,37185.3046875,
,,,,,,7.25,894611,-11892.9609375,598.754211425781,-11876.740234375,35633.6953125,
,,,,,,7.5,875292.5,-11486.724609375,826.732543945313,-11471.509765625,34169.58203125,
,,,,,,7.75,844326.125,-10867.48828125,888.710815429688,-10851.28125,32631.96875,
,,,,,,8,802639.625,-10008.25,813.689147949219,-9992.05078125,30987.359375,
,,,,,,8.25,754873.125,-9060.0126953125,704.66748046875,-9037.822265625,29332.74609375,
,,,,,,8.5,708826.75,-8131.775390625,585.645751953125,-8105.5927734375,27716.13671875,
,,,,,,8.75,670804.25,-7192.5380859375,344.624084472656,-7178.36328125,26070.5234375,
,,,,,,9,643037.75,-6268.30078125,-15.3975830078125,-6275.1337890625,24398.91015625,
,,,,,,9.25,624215.375,-5435.0634765625,-391.419311523438,-5452.904296875,22800.30078125,
,,,,,,9.5,609752.875,-4646.8271484375,-756.44091796875,-4658.6748046875,21318.6875,
,,,,,,9.75,591786.4375,-3820.58984375,-1093.46264648438,-3824.4453125,19999.078125,
,,,,,,10,561460,-3003.3525390625,-1315.484375,-2999.2158203125,18935.46484375,
,,,,,,10.25,513405.5625,-2250.115234375,-1403.50610351563,-2232.986328125,18090.85546875,
,,,,,,10.5,448519.0625,-1531.8779296875,-1478.52783203125,-1503.7568359375,17311.7421875,
,,,,,,10.75,372096.625,-858.640625,-1628.54931640625,-828.52685546875,16510.12890625,
,,,,,,11,291954.1875,-331.4033203125,-1775.57104492188,-290.29736328125,15655.01953125,
,,,,,,11.25,217955.75,-50.166015625,-1812.5927734375,-5.06787109375,14751.90625,
,,,,,,11.5,158717.25,-49.9287109375,-1728.61450195313,-23.83837890625,13861.796875,
,,,,,,11.75,118542.8125,-376.69140625,-1457.63623046875,-374.60888671875,13122.18359375,
,,,,,,12,97064.375,-1136.4541015625,-724.657836914063,-1135.3798828125,12500.07421875,
,,,,,,12.25,84913.90625,-2318.216796875,1333.32055664063,-2300.150390625,8193.4609375,
,,,,,,12.5,50475.46875,-3529.9794921875,6371.298828125,-3505.9208984375,-9535.650390625,
,,,,,,12.75,-45707,-4443.7421875,14537.27734375,-4424.69140625,-41405.76171875,
,,,,,,13,-200105.4375,-5568.5048828125,23174.255859375,-5559.4619140625,-70367.875,
,,,,,,13.25,-364455.90625,-7670.2685546875,30037.234375,-7675.232421875,-82982.984375,
,,,,,,13.5,-499614.34375,-10776.03125,35119.2109375,-10781.001953125,-81679.09375,
,,,,,,13.75,-598732.8125,-14333.79296875,39135.19140625,-14324.7734375,-73942.7109375,
,,,,,,14,-671267.25,-17831.556640625,42530.16796875,-17818.54296875,-64633.8203125,
,,,,,,14.25,-727185.75,-21115.318359375,45539.1484375,-21105.314453125,-55724.4296875,
,,,,,,14.5,-772456.125,-24279.08203125,48348.125,-24272.083984375,-47642.546875,
,,,,,,14.75,-809494.625,-27400.84375,51078.10546875,-27394.85546875,-40297.15625,
,,,,,,15,-837165.0625,-30470.60546875,53730.08203125,-30461.625,-33549.265625,
,,,,,,15.25,-852507.5,-33459.37109375,56219.05859375,-33440.39453125,-27318.37890625,
,,,,,,15.5,-853514,-36314.1328125,58450.0390625,-36289.16796875,-21584.490234375,
,,,,,,15.75,-840008.4375,-38948.89453125,60367.015625,-38929.9375,-16372.1025390625,
,,,,,,16,-813486.875,-41253.66015625,61937.99609375,-41241.70703125,-11743.712890625,
,,,,,,16.25,-776885.3125,-43085.421875,63068.97265625,-43058.4765625,-7779.826171875,
,,,,,,16.5,-735979.75,-44280.18359375,63643.953125,-44225.25,-4541.9375,
,,,,,,16.75,-699698.25,-44749.9453125,63625.9296875,-44688.01953125,-2044.048828125,
,,,,,,17,-675984.6875,-44584.7109375,63086.91015625,-44538.7890625,-169.16015625,
,,,,,,17.25,-667959.125,-44026.47265625,62152.88671875,-44002.55859375,1271.728515625,
,,,,,,17.5,-674269.625,-43313.234375,60960.86328125,-43297.33203125,2385.6171875,
,,,,,,17.75,-690436.0625,-42546.99609375,59636.84375,-42523.1015625,3168.50390625,
,,,,,,18,-708522.5,-41751.76171875,58263.8203125,-41711.87109375,3586.39453125,
,,,,,,18.25,-718552.9375,-40948.5234375,56888.80078125,-40887.640625,3651.78125,
,,,,,,18.5,-712799.375,-40141.28515625,55544.77734375,-40057.4140625,3410.66796875,
,,,,,,18.75,-689349.875,-39331.046875,54220.7578125,-39237.18359375,2942.05859375,
,,,,,,19,-651396.3125,-38539.8125,52900.734375,-38451.953125,2349.947265625,
,,,,,,19.25,-604746.75,-37750.57421875,51610.71484375,-37686.72265625,1747.833984375,
,,,,,,19.5,-557393.1875,-36946.3359375,50370.69140625,-36906.49609375,1210.72265625,
,,,,,,19.75,-517431.65625,-36166.1015625,49179.66796875,-36128.265625,739.111328125,
,,,,,,20,-489734.125,-35464.86328125,48071.6484375,-35408.03515625,350.5,
,,,,,,20.25,-475124.5625,-34848.625,47104.625,-34777.8046875,90.388671875,
,,,,,,20.5,-471243.03125,-34283.38671875,46277.60546875,-34216.578125,-65.22265625,
,,,,,,20.75,-473993.46875,-33752.15234375,45537.58203125,-33704.34765625,-200.833984375,
,,,,,,21,-479551.9375,-33276.9140625,44836.5625,-33246.1171875,-382.947265625,
,,,,,,21.25,-485350.375,-32869.67578125,44113.5390625,-32849.88671875,-659.05859375,
,,,,,,21.5,-489884.84375,-32489.4375,43327.51953125,-32477.66015625,-1064.169921875,
,,,,,,21.75,-492299.28125,-32061.203125,42511.49609375,-32046.4296875,-1578.28125,
,,,,,,22,-491073.75,-31552.96484375,41708.4765625,-31530.19921875,-2166.892578125,
,,,,,,22.25,-483928.1875,-31028.7265625,40937.453125,-31010.96875,-2805.00390625,
,,,,,,22.5,-469782.65625,-30587.48828125,40202.4296875,-30577.7421875,-3442.1171875,
,,,,,,22.75,-449637.09375,-30191.25390625,39456.41015625,-30175.51171875,-4065.228515625,
,,,,,,23,-425619.5625,-29682.015625,38641.38671875,-29661.28125,-4709.33984375,
,,,,,,23.25,-400842,-28966.77734375,37750.3671875,-28965.05078125,-5344.451171875,
,,,,,,23.5,-379720.46875,-28071.54296875,36798.34375,-28098.82421875,-5924.0625,
,,,,,,23.75,-366638.90625,-27054.3046875,35798.32421875,-27082.59375,-6490.673828125,
,,,,,,24,-364357.375,-25920.06640625,34742.30078125,-25927.36328125,-7163.287109375,
,,,,,,24.25,-373547.8125,-24641.830078125,33578.28125,-24622.134765625,-8071.8984375,
,,,,,,24.5,-393818.25,-23240.591796875,32298.2578125,-23201.904296875,-9231.509765625,
,,,,,,24.75,-423144.71875,-21805.35546875,30951.236328125,-21759.67578125,-10563.62109375,
,,,,,,25,-455607.1875,-20369.1171875,29563.21484375,-20333.4453125,-12055.232421875,
,,,,,,25.25,-483453.625,-18883.880859375,28117.193359375,-18876.216796875,-13739.8447265625,
,,,,,,25.5,-501916.0625,-17314.642578125,26594.171875,-17337.986328125,-15605.4560546875,
,,,,,,25.75,-510530.53125,-15660.40625,25015.150390625,-15703.7578125,-17601.56640625,
,,,,,,26,-511785,-13933.16796875,23431.126953125,-13985.52734375,-19649.6796875,
,,,,,,26.25,-511143.4375,-12140.931640625,21864.10546875,-12189.298828125,-21643.791015625,
,,,,,,26.5,-516925.875,-10244.693359375,20264.083984375,-10272.068359375,-23536.90234375,
,,,,,,26.75,-537308.375,-8176.45703125,18539.0625,-8184.83984375,-25401.013671875,
,,,,,,27,-575706.8125,-5948.2197265625,16662.041015625,-5958.6103515625,-27341.125,
,,,,,,27.25,-629713.25,-3642.982421875,14703.01953125,-3662.380859375,-29411.73828125,
,,,,,,27.5,-693471.6875,-1362.7451171875,12747.998046875,-1385.1513671875,-31647.349609375,
,,,,,,27.75,-758278.125,779.49169921875,10846.9755859375,773.07861328125,-34018.4609375,
,,,,,,28,-813900.625,2764.72900390625,9018.9541015625,2782.30810546875,-36421.0703125,
,,,,,,28.25,-853043.0625,4654.96630859375,7280.9326171875,4673.537109375,-38812.68359375,
,,,,,,28.5,-873177.5,6489.20361328125,5613.91064453125,6487.7666015625,-41217.796875,
,,,,,,28.75,-875768,8301.4404296875,3931.88916015625,8272.99609375,-43619.40625,
,,,,,,29,-864654.375,10101.677734375,2185.86767578125,10049.2255859375,-45969.01953125,
,,,,,,29.25,-844404.875,11882.916015625,366.845825195313,11819.455078125,-48253.1328125,
,,,,,,29.5,-819227.3125,13642.15234375,-1517.17578125,13585.6845703125,-50450.7421875,
,,,,,,29.75,-792137.75,15393.3896484375,-3410.19775390625,15347.9140625,-52526.8515625,
,,,,,,30,-764280.25,17170.626953125,-5270.21923828125,17138.14453125,-54487.46484375,
,,,,,,30.25,-736598.6875,18995.86328125,-7104.24072265625,18973.373046875,-56319.578125,
,,,,,,30.5,-711653.125,20872.1015625,-8915.2626953125,20846.6015625,-57999.6875,
,,,,,,30.75,-691979.625,22816.33984375,-10747.2841796875,22773.83203125,-59605.30078125,
,,,,,,31,-678090,24811.576171875,-12680.3056640625,24751.0625,-61250.4140625,
,,,,,,31.25,-668960.5,26777.8125,-14709.328125,26718.291015625,-62926.0234375,
,,,,,,31.5,-662118.9375,28643.05078125,-16748.349609375,28593.521484375,-64539.63671875,
,,,,,,31.75,-653405.375,30382.287109375,-18731.37109375,30333.75,-66052.75,
,,,,,,32,-638627.875,31988.525390625,-20626.392578125,31949.98046875,-67495.359375,
,,,,,,32.25,-615250.3125,33459.76171875,-22419.4140625,33438.2109375,-68889.96875,
,,,,,,32.5,-582688.75,34861,-24160.435546875,34840.4375,-70255.578125,
,,,,,,32.75,-541759.1875,36291.234375,-25922.45703125,36262.66796875,-71618.6953125,
,,,,,,33,-495133.65625,37765.4765625,-27679.478515625,37736.8984375,-72907.3046875,
,,,,,,33.25,-449292.125,39236.7109375,-29338.501953125,39214.125,-73963.921875,
,,,,,,33.5,-413130.5625,40684.94921875,-30873.5234375,40652.35546875,-74738.03125,
,,,,,,33.75,-392953.03125,42103.1875,-32329.54296875,42032.5859375,-75332.140625,
,,,,,,34,-390063.46875,43458.421875,-33743.56640625,43354.81640625,-75862.75,
,,,,,,34.25,-401885.9375,44690.66015625,-35080.58984375,44590.046875,-76365.859375,
,,,,,,34.5,-422428.375,45746.8984375,-36281.609375,45664.2734375,-76858.4765625,
,,,,,,34.75,-442338.84375,46589.1328125,-37302.6328125,46515.50390625,-77388.5859375,
,,,,,,35,-451649.28125,47194.37109375,-38097.65234375,47125.734375,-77971.703125,
,,,,,,35.25,-444207.75,47597.609375,-38630.67578125,47529.96484375,-78554.3125,
,,,,,,35.5,-419950.1875,47887.84765625,-38915.6953125,47805.19140625,-79087.421875,
,,,,,,35.75,-383108.625,48138.08203125,-39021.71875,48046.421875,-79544.03125,
,,,,,,36,-340443.09375,48368.3203125,-39022.73828125,48288.65234375,-79839.140625,
,,,,,,36.25,-300481.5625,48531.55859375,-38923.76171875,48462.8828125,-79862.2578125,
,,,,,,36.5,-270512,48584.796875,-38662.78125,48509.109375,-79594.8671875,
,,,,,,36.75,-253878.453125,48548.03125,-38227.8046875,48456.33984375,-79129.984375,
,,,,,,37,-249820.90625,48440.26953125,-37680.828125,48337.5703125,-78580.59375,
,,,,,,37.25,-255051.359375,48228.5078125,-37047.84765625,48122.80078125,-78012.203125,
,,,,,,37.5,-265537.8125,47856.74609375,-36298.87109375,47760.02734375,-77444.3125,
,,,,,,37.75,-277528.25,47313.98046875,-35423.890625,47229.2578125,-76876.421875,
,,,,,,38,-288278.71875,46676.21875,-34473.9140625,46592.48828125,-76300.0390625,
,,,,,,38.25,-296573.1875,46029.45703125,-33514.93359375,45938.71875,-75675.1484375,
,,,,,,38.5,-301915.625,45383.69140625,-32583.95703125,45285.9453125,-74969.265625,
,,,,,,38.75,-302746.0625,44723.9296875,-31657.978515625,44617.17578125,-74217.875,
,,,,,,39,-296848.53125,44067.16796875,-30704,43955.40625,-73485.984375,
,,,,,,39.25,-283815,43405.40625,-29717.021484375,43291.63671875,-72770.59375,
,,,,,,39.5,-265357.4375,42643.640625,-28660.04296875,42529.86328125,-71983.703125,
,,,,,,39.75,-244227.890625,41716.87890625,-27479.064453125,41621.09375,-71051.3203125,
,,,,,,40,-224218.34375,40665.1171875,-26208.0859375,40615.32421875,-69957.4296875,
,,,,,,40.25,-209864.796875,39601.3515625,-24939.107421875,39588.5546875,-68706.546875,
,,,,,,40.5,-204815.25,38602.59375,-23714.130859375,38583.78125,-67329.15625,
,,,,,,40.75,-210693.6875,37615.828125,-22523.15234375,37565.01171875,-65859.265625,
,,,,,,41,-227604.140625,36553.06640625,-21316.173828125,36476.2421875,-64299.37890625,
,,,,,,41.25,-255106.59375,35437.3046875,-20059.1953125,35348.46875,-62700.48828125,
,,,,,,41.5,-290169.0625,34316.5390625,-18808.216796875,34217.703125,-61185.1015625,
,,,,,,41.75,-325807.5,33164.77734375,-17606.23828125,33055.9296875,-59849.2109375,
,,,,,,42,-354725.96875,31941.013671875,-16395.259765625,31832.16015625,-58713.82421875,
,,,,,,42.25,-373460.40625,30655.251953125,-15146.2822265625,30554.388671875,-57721.4375,
,,,,,,42.5,-382730.875,29305.48828125,-13871.3037109375,29218.619140625,-56771.546875,
,,,,,,42.75,-386049.3125,27937.7265625,-12585.3251953125,27869.84765625,-55811.65625,
,,,,,,43,-389887.78125,26709.962890625,-11353.3466796875,26657.078125,-54875.76953125,
,,,,,,43.25,-402990.21875,25733.201171875,-10262.3681640625,25686.306640625,-53972.8828125,
,,,,,,43.5,-432484.6875,24931.4375,-9292.390625,24893.537109375,-53048.9921875,
,,,,,,43.75,-479731.125,24157.67578125,-8327.412109375,24131.765625,-52090.10546875,
,,,,,,44,-540737.5625,23313.912109375,-7346.43359375,23299.99609375,-51122.71875,
,,,,,,44.25,-608760,22350.1484375,-6402.45556640625,22347.224609375,-50180.828125,
,,,,,,44.5,-674566.5,21284.38671875,-5499.47705078125,21282.453125,-49374.9375,
,,,,,,44.75,-728452.9375,20207.625,-4616.49853515625,20194.68359375,-48833.0546875,
,,,,,,45,-764219.375,19159.861328125,-3711.5205078125,19134.9140625,-48505.6640625,
,,,,,,45.25,-780585.875,18126.09765625,-2764.5419921875,18095.142578125,-48234.2734375,
,,,,,,45.5,-780232.3125,17154.3359375,-1859.56372070313,17127.37109375,-47955.88671875,
,,,,,,45.75,-767790.75,16340.5732421875,-1104.58544921875,16322.6015625,-47693.5,
,,,,,,46,-747949.1875,15697.810546875,-520.607177734375,15687.8310546875,-47457.109375,
,,,,,,46.25,-724539.625,15158.0478515625,-36.6288452148438,15152.060546875,-47224.72265625,
,,,,,,46.5,-699730.125,14664.28515625,395.349487304688,14662.2900390625,-46962.3359375,
,,,,,,46.75,-674272.5625,14205.521484375,750.327819824219,14215.51953125,-46625.9453125,
,,,,,,47,-649671,13788.759765625,998.30615234375,13810.7490234375,-46198.5546875,
,,,,,,47.25,-628685.5,13411.99609375,1151.28442382813,13434.978515625,-45732.66796875,
,,,,,,47.5,-612979.9375,13059.234375,1220.2626953125,13087.2080078125,-45298.28125,
,,,,,,47.75,-602298.375,12749.470703125,1205.24108886719,12773.4375,-44925.390625,
,,,,,,48,-595344.8125,12530.708984375,1128.21936035156,12520.6669921875,-44611.00390625,
,,,,,,48.25,-589447.25,12405.9453125,1043.19763183594,12359.896484375,-44367.6171875,
,,,,,,48.5,-580341.75,12327.1826171875,963.176025390625,12278.1259765625,-44223.7265625,
,,,,,,48.75,-564204.1875,12265.419921875,846.154296875,12238.35546875,-44180.8359375,
,,,,,,49,-539090.625,12248.6572265625,630.132629394531,12245.5849609375,-44252.94921875,
,,,,,,49.25,-504849.09375,12297.89453125,301.110931396484,12306.814453125,-44452.0625,
,,,,,,49.5,-462839.53125,12370.1318359375,-68.9107666015625,12377.0439453125,-44711.671875,
,,,,,,49.75,-416838,12468.369140625,-418.932373046875,12459.2734375,-44916.78515625,
,,,,,,50,-374564.4375,12698.6064453125,-791.9541015625,12672.5029296875,-45036.8984375,
,,,,,,50.25,-344674.90625,13132.84375,-1263.97583007813,13107.732421875,-45141.0078125,
,,,,,,50.5,-331777.34375,13731.080078125,-1840.99755859375,13704.9619140625,-45268.1171875,
,,,,,,50.75,-335583.8125,14395.318359375,-2459.01928710938,14346.19140625,-45407.73046875,
,,,,,,51,-352494.25,15070.5546875,-3091.04077148438,15000.4208984375,-45593.84375,
,,,,,,51.25,-375412.71875,15748.79296875,-3752.0625,15670.650390625,-45919.453125,
,,,,,,51.5,-394171.15625,16381.029296875,-4423.08447265625,16292.8798828125,-46438.06640625,
,,,,,,51.75,-399505.625,16885.265625,-5067.10595703125,16791.109375,-47101.1796875,
,,,,,,52,-387464.0625,17255.50390625,-5701.12744140625,17167.33984375,-47807.2890625,
,,,,,,52.25,-359998.53125,17592.7421875,-6341.1494140625,17506.568359375,-48501.8984375,
,,,,,,52.5,-322148.96875,18003.978515625,-6966.1708984375,17916.796875,-49172.01171875,
,,,,,,52.75,-280859.4375,18512.21484375,-7589.1923828125,18440.02734375,-49791.625,
,,,,,,53,-244129.875,19092.453125,-8278.2138671875,19045.2578125,-50368.734375,
,,,,,,53.25,-218040.328125,19744.69140625,-9101.236328125,19687.486328125,-50923.84765625,
,,,,,,53.5,-204838.78125,20417.927734375,-10021.2578125,20320.71484375,-51410.9609375,
,,,,,,53.75,-203357.234375,21022.1640625,-10888.279296875,20916.9453125,-51794.0703125,
,,,,,,54,-210123.6875,21570.40234375,-11614.30078125,21498.17578125,-52122.6796875,
,,,,,,54.25,-220930.140625,22102.640625,-12256.3232421875,22061.404296875,-52430.296875,
,,,,,,54.5,-232408.59375,22567.876953125,-12874.3447265625,22535.6328125,-52701.40625,
,,,,,,54.75,-242623.046875,22894.11328125,-13435.3662109375,22863.86328125,-52948.515625,
,,,,,,55,-250701.5,23093.3515625,-13892.3876953125,23064.09375,-53193.12890625,
,,,,,,55.25,-255611.953125,23200.587890625,-14244.4091796875,23170.322265625,-53439.7421875,
,,,,,,55.5,-255258.40625,23229.82421875,-14539.431640625,23199.55078125,-53695.3515625,
,,,,,,55.75,-247768.859375,23214.0625,-14859.453125,23187.78125,-53944.4609375,
,,,,,,56,-233383.3125,23164.30078125,-15199.474609375,23144.01171875,-54097.078125,
,,,,,,56.25,-214213.765625,23018.537109375,-15430.49609375,23001.240234375,-54040.1875,
,,,,,,56.5,-193492.21875,22735.7734375,-15470.517578125,22710.46875,-53729.296875,
,,,,,,56.75,-175610.671875,22359.01171875,-15371.5400390625,22326.69921875,-53207.91015625,
,,,,,,57,-164945.125,21945.25,-15221.5615234375,21920.9296875,-52567.5234375,
,,,,,,57.25,-164247.5625,21496.486328125,-15032.5830078125,21490.158203125,-51891.1328125,
,,,,,,57.5,-174630.03125,20984.72265625,-14776.6044921875,20998.38671875,-51213.74609375,
,,,,,,57.75,-196260.484375,20386.9609375,-14467.6259765625,20422.6171875,-50527.859375,
,,,,,,58,-227938.9375,19708.19921875,-14147.6484375,19754.84765625,-49859.96875,
,,,,,,58.25,-264945.375,18973.435546875,-13806.669921875,19007.076171875,-49244.078125,
,,,,,,58.5,-299727.84375,18167.671875,-13422.69140625,18179.3046875,-48643.19140625,
,,,,,,58.75,-326198.28125,17268.91015625,-12999.712890625,17259.53515625,-48020.3046875,
,,,,,,59,-342340.75,16301.146484375,-12509.734375,16271.7646484375,-47411.9140625,
,,,,,,59.25,-349651.1875,15284.384765625,-11936.7568359375,15254.994140625,-46853.52734375,
,,,,,,59.5,-352617.65625,14273.62109375,-11342.7783203125,14265.2236328125,-46282.640625,
,,,,,,59.75,-358896.09375,13385.859375,-10780.7998046875,13391.453125,-45588.25,
,,,,,,60,-377222.5625,12677.095703125,-10256.8212890625,12681.6826171875,-44744.359375,
,,,,,,60.25,-413013,12088.3330078125,-9777.8427734375,12084.912109375,-43835.47265625,
,,,,,,60.5,-465499.46875,11557.5703125,-9366.865234375,11543.1416015625,-42950.0859375,
,,,,,,60.75,-529697.9375,11080.8076171875,-9050.88671875,11059.37109375,-42167.1953125,
,,,,,,61,-598144.375,10650.044921875,-8808.908203125,10626.6005859375,-41573.80859375,
,,,,,,61.25,-660966.8125,10189.2822265625,-8545.9296875,10167.830078125,-41172.921875,
,,,,,,61.5,-709397.25,9665.51953125,-8235.9521484375,9652.0595703125,-40917.03125,
,,,,,,61.75,-739067.75,9170.7568359375,-7954.9736328125,9156.2890625,-40818.64453125,
,,,,,,62,-750074.1875,8830.994140625,-7778.9951171875,8802.5185546875,-40884.25390625,
,,,,,,62.25,-745768.625,8705.2314453125,-7702.0166015625,8663.748046875,-41072.8671875,
,,,,,,62.5,-730879.125,8770.46875,-7674.0380859375,8724.9775390625,-41345.4765625,
,,,,,,62.75,-709669.5,9005.705078125,-7686.060546875,8961.20703125,-41670.08984375,
,,,,,,63,-685412,9424.943359375,-7808.08203125,9376.4365234375,-42041.703125,
