Data Table,,,,,,,,,,,
Step,Column,Chan,Result,Column,Trials,Step 1,Chan 1,Chan 2,Chan 3,Chan 4,Chan 5
,,,,,,-3.75,-772748.8125,11171.76953,6119.98877,11199.99902,-62887.78125
,,,,,,-3.5,-774408.4375,10895.89453,6905.433105,10887.11328,-62290.6875
,,,,,,-3.25,-775108.0625,10600.02051,7717.87793,10550.22754,-61669.09766
,,,,,,-3,-774775.6875,10292.14648,8518.322266,10230.3418,-61108.00391
,,,,,,-2.75,-773371.3125,9948.271484,9325.767578,9901.455078,-60596.41406
,,,,,,-2.5,-770518.9375,9540.397461,10172.21094,9510.569336,-60071.82031
,,,,,,-2.25,-765802.5625,9135.523438,11045.65625,9108.683594,-59541.22656
,,,,,,-2,-759342.1875,8801.648438,11904.10059,8764.797852,-59074.63672
,,,,,,-1.75,-751425.8125,8497.774414,12735.54492,8453.912109,-58684.04297
,,,,,,-1.5,-741941.4375,8157.900391,13542.99023,8125.025879,-58303.95313
,,,,,,-1.25,-730681.0625,7772.025879,14335.43457,7752.139648,-57856.85938
,,,,,,-1,-717788.6875,7340.151367,15101.87891,7314.253906,-57307.76563
,,,,,,-0.75,-703664.3125,6860.277344,15800.32324,6820.368164,-56708.17578
,,,,,,-0.5,-688827.9375,6335.402832,16426.76953,6288.481934,-56136.58203
,,,,,,-0.25,-673623.5625,5775.528809,17005.21289,5733.596191,-55596.99219
,,,,,,0,-658347.1875,5247.654297,17519.65625,5209.709961,-55076.39844
,,,,,,0.25,-643150.8125,4835.779785,17898.10156,4792.824219,-54641.80469
,,,,,,0.5,-627434.4375,4524.905762,18051.54688,4546.938477,-54379.21484
,,,,,,0.75,-610822.0625,4194.03125,18085.99219,4353.052246,-54207.62109
,,,,,,1,-593705.75,3734.156738,18281.43555,3946.166504,-53897.53125
,,,,,,1.25,-576389.375,3154.282227,18654.87891,3288.280273,-53380.4375
,,,,,,1.5,-559041,2550.408203,18961.32422,2580.394531,-52827.34375
,,,,,,1.75,-541748.625,2015.53418,19079.76953,1990.508789,-52419.25391
,,,,,,2,-524264.2188,1604.65918,18956.21484,1567.62207,-51572.16016
,,,,,,2.25,-501099.875,1265.785156,17283.6582,1231.736328,-40983.07031
,,,,,,2.5,-442831.5,271.9111328,10730.10352,241.8505859,2805.523438
,,,,,,2.75,-300875.0938,-2538.962891,-1122.452148,-2560.035156,82386.10938
,,,,,,3,-64214.75,-6882.837891,-12684.00781,-6891.921875,157055.2031
,,,,,,3.25,218517.625,-11033.71289,-19211.5625,-11023.80664,193600.7969
,,,,,,3.5,489306,-13924.58594,-21122.11914,-13898.69336,197329.3906
,,,,,,3.75,718886.375,-15643.46094,-20741.67383,-15609.57813,186115.9844
,,,,,,4,902986.75,-16639.33594,-19650.22852,-16599.46484,171324.5781
,,,,,,4.25,1048127.125,-17300.20898,-18468.78516,-17266.35156,157474.1719
,,,,,,4.5,1162363.5,-17826.08398,-17367.33984,-17818.23633,145609.7656
,,,,,,4.75,1252255.875,-18284.95703,-16379.89648,-18312.12305,135543.3594
,,,,,,5,1322748.25,-18708.83203,-15484.45117,-18756.00977,126826.9375
,,,,,,5.25,1377432.625,-19132.70703,-14605.00586,-19160.89453,119097.0313
,,,,,,5.5,1418733,-19545.58008,-13690.5625,-19535.78125,112159.625
,,,,,,5.75,1448049.25,-19874.45508,-12795.11719,-19834.66602,105920.2188
,,,,,,6,1466605.75,-20069.33008,-12053.67188,-20014.55273,100267.8125
,,,,,,6.25,1476106,-20159.20313,-11551.22852,-20109.43945,95102.90625
,,,,,,6.5,1478062.5,-20230.07813,-11225.7832,-20198.32422,90420.5
,,,,,,6.75,1473490.75,-20365.95313,-10948.33887,-20342.21094,86249.09375
,,,,,,7,1463479.25,-20545.82617,-10711.89453,-20512.0957,82488.6875
,,,,,,7.25,1449059.5,-20616.70117,-10627.4502,-20566.98242,78938.28125
,,,,,,7.5,1431048,-20447.57617,-10761.00488,-20389.86914,75461.85938
,,,,,,7.75,1410220.375,-20002.44922,-11139.56055,-19944.75391,71994.45313
,,,,,,8,1387280.75,-19306.32422,-11777.11523,-19242.64063,68534.04688
,,,,,,8.25,1362813.125,-18474.19922,-12552.67188,-18410.52539,65211.14063
,,,,,,8.5,1337513.5,-17670.07227,-13292.22656,-17615.41211,62198.73438
,,,,,,8.75,1311621.875,-16960.94727,-13922.7832,-16919.29883,59531.82813
,,,,,,9,1285122.25,-16328.82227,-14401.33789,-16309.18359,57140.42188
,,,,,,9.25,1258406.625,-15797.69531,-14653.89258,-15807.07031,55005.00781
,,,,,,9.5,1231555,-15348.57031,-14729.44922,-15370.95508,53088.10156
,,,,,,9.75,1204167.375,-14883.44531,-14808.00391,-14889.8418,51315.19531
,,,,,,10,1176067.75,-14435.31836,-14949.55859,-14407.72852,49736.78906
,,,,,,10.25,1147488.125,-14198.19336,-14979.11523,-14145.61328,48501.88281
,,,,,,10.5,1118988.5,-14350.06836,-14644.66992,-14303.5,47730.96875
,,,,,,10.75,1091248.875,-14896.94141,-13855.22656,-14873.38477,47411.0625
,,,,,,11,1064461.25,-15633.81641,-12754.78125,-15626.27148,47340.65625
,,,,,,11.25,1038905.5,-16335.68945,-11567.33594,-16326.1582,47265.75
,,,,,,11.5,1015053.875,-16995.56445,-10309.8916,-16969.04297,47146.84375
,,,,,,11.75,992698.25,-17896.43945,-8741.447266,-17845.92969,47247.42969
,,,,,,12,971638.625,-19441.3125,-6499.00293,-19381.81445,47384.02344
,,,,,,12.25,946675,-21890.1875,-2069.558105,-21834.70313,38915.61719
,,,,,,12.5,887535.375,-24696.0625,8165.88623,-24655.58594,-2162.789063
,,,,,,12.75,741755.75,-26653.9375,25098.33008,-26640.47266,-81396.20313
,,,,,,13,491384.125,-27760.8125,43229.77734,-27766.35938,-159650.6094
,,,,,,13.25,181364.5625,-29450.68359,57300.21875,-29452.24609,-201022.5156
,,,,,,13.5,-127263.0625,-32512.55859,66961.66406,-32489.13281,-207601.9219
,,,,,,13.75,-399922.7188,-36392.43359,73687.10938,-36333.01563,-196637.8281
,,,,,,14,-627846.3125,-40230.30859,78481.55469,-40143.90234,-180345.7344
,,,,,,14.25,-814258,-43640.18359,81971,-43544.78906,-163994.6563
,,,,,,14.5,-965693.625,-46624.05859,84592.44531,-46532.67578,-149011.5625
,,,,,,14.75,-1088353.25,-49312.92969,86656.89063,-49232.5625,-135405.4688
,,,,,,15,-1186988.875,-51968.80469,88537.33594,-51898.44531,-122776.875
,,,,,,15.25,-1265344.5,-54871.67969,90583.77344,-54810.33594,-110777.7813
,,,,,,15.5,-1326388.125,-58118.55469,92885.21875,-58077.21875,-99270.1875
,,,,,,15.75,-1372367.75,-61625.42969,95304.66406,-61622.10156,-88277.59375
,,,,,,16,-1405347.375,-65195.30469,97650.10938,-65212.99219,-77950
,,,,,,16.25,-1427359,-68486.17969,99656.55469,-68475.875,-68540.40625
,,,,,,16.5,-1440098.625,-71102.05469,101014,-71031.76563,-60339.81641
,,,,,,16.75,-1445222.25,-72780.92188,101458.4453,-72661.64844,-53587.72656
,,,,,,17,-1444137.875,-73467.79688,100847.8906,-73336.53125,-48374.13281
,,,,,,17.25,-1437621.5,-73235.67188,99249.33594,-73128.42188,-44585.03906
,,,,,,17.5,-1426577.125,-72187.54688,96856.78125,-72121.30469,-42003.94531
,,,,,,17.75,-1411924.75,-70507.42188,93873.21875,-70461.19531,-40417.85547
,,,,,,18,-1394072.375,-68390.29688,90469.66406,-68333.07813,-39618.76563
,,,,,,18.25,-1373572,-65933.17188,86770.10938,-65865.96094,-39420.17188
,,,,,,18.5,-1351071.625,-63201.04688,82851.55469,-63138.85156,-39725.07813
,,,,,,18.75,-1326987.25,-60226.92188,78728,-60174.73438,-40555.98438
,,,,,,19,-1301750.875,-57008.79688,74381.44531,-56969.625,-41905.39453
,,,,,,19.25,-1275850.5,-53608.66797,69857.89063,-53577.50781,-43609.30469
,,,,,,19.5,-1249910.125,-50138.54297,65288.33594,-50097.39453,-45456.71094
,,,,,,19.75,-1224721.75,-46688.41797,60813.77734,-46627.28125,-47339.11719
,,,,,,20,-1200333.375,-43316.29297,56506.22266,-43248.16406,-49246.52734
,,,,,,20.25,-1176841,-40074.16797,52383.66797,-40014.05078,-51153.43359
,,,,,,20.5,-1155132.625,-36971.03906,48447.11328,-36926.9375,-53015.84375
,,,,,,20.75,-1135280.25,-33986.91406,44715.55859,-33949.82422,-54811.25
,,,,,,21,-1116867.875,-31144.78906,41252,-31111.71094,-56461.65625
,,,,,,21.25,-1100111.5,-28545.66406,38138.44531,-28523.59375,-57872.06641
,,,,,,21.5,-1085267.125,-26252.53906,35370.89063,-26237.48047,-59047.97266
,,,,,,21.75,-1072206.75,-24186.41016,32844.33594,-24161.36719,-60087.88281
,,,,,,22,-1060802.375,-22254.28516,30521.7793,-22208.25391,-61039.78906
,,,,,,22.25,-1051342,-20459.16016,28460.22461,-20402.13867,-61847.69531
,,,,,,22.5,-1044257.625,-18821.03516,26667.66992,-18775.02539,-62507.10547
,,,,,,22.75,-1039357.25,-17350.91016,25127.11328,-17338.91211,-63065.01172
,,,,,,23,-1036112.938,-16098.7832,23831.55859,-16115.79688,-63527.42188
,,,,,,23.25,-1034564.563,-15060.6582,22739.00391,-15075.68359,-63911.32813
,,,,,,23.5,-1034888.188,-14154.5332,21795.44727,-14153.56836,-64248.23438
,,,,,,23.75,-1036915.813,-13339.40625,20961.89258,-13331.45508,-64537.64453
,,,,,,24,-1040455.438,-12613.28125,20239.33594,-12606.3418,-64761.55078
,,,,,,24.25,-1045283.063,-11926.15625,19625.78125,-11929.22656,-64958.46094
,,,,,,24.5,-1050958.75,-11192.0293,19045.22656,-11209.11328,-65209.36719
,,,,,,24.75,-1056978.25,-10392.9043,18449.67188,-10404.99805,-65548.77344
,,,,,,25,-1062774,-9562.779297,17850.11523,-9552.884766,-65976.17969
,,,,,,25.25,-1068105.5,-8678.652344,17195.55859,-8646.771484,-66512.09375
,,,,,,25.5,-1073525.25,-7689.527344,16409.00391,-7647.65625,-67196
,,,,,,25.75,-1079424.75,-6591.400391,15505.44922,-6564.542969,-68038.90625
,,,,,,26,-1085532.5,-5403.275391,14530.89355,-5407.427734,-69022.3125
,,,,,,26.25,-1091760.125,-4112.150391,13502.33789,-4137.314453,-70128.71875
,,,,,,26.5,-1098131.75,-2717.024414,12462.7832,-2744.200195,-71314.13281
,,,,,,26.75,-1104655.375,-1249.898438,11457.22656,-1275.085938,-72539.53906
,,,,,,27,-1111419,292.2275391,10456.67188,266.0273438,-73824.94531
,,,,,,27.25,-1118310.625,1929.352539,9392.116211,1905.141602,-75191.85156
,,,,,,27.5,-1124954.25,3634.478516,8242.560547,3625.255859,-76613.76563
,,,,,,27.75,-1130917.875,5347.604004,7067.005859,5365.370117,-78052.67188
,,,,,,28,-1135465.5,7035.72998,5914.450195,7074.483887,-79509.57813
,,,,,,28.25,-1138413.125,8757.855469,4776.894531,8791.597656,-81012.48438
,,,,,,28.5,-1140272.75,10599.98145,3636.339355,10614.71191,-82587.89063
,,,,,,28.75,-1140764.375,12562.10645,2488.783936,12557.82617,-84232.79688
,,,,,,29,-1139560,14591.23242,1301.228516,14568.94043,-85904.21094
,,,,,,29.25,-1137067.625,16647.35742,9.672851563,16610.05469,-87557.11719
,,,,,,29.5,-1133455.25,18679.48438,-1435.882324,18637.16797,-89159.52344
,,,,,,29.75,-1128658.875,20662.60938,-3053.4375,20625.28125,-90731.42969
,,,,,,30,-1122894.5,22635.73438,-4832.993164,22597.39648,-92364.84375
,,,,,,30.25,-1116386.125,24650.85938,-6747.548828,24596.51172,-94136.25
,,,,,,30.5,-1109149.75,26701.98633,-8772.104492,26638.625,-96026.65625
,,,,,,30.75,-1100729.375,28701.11133,-10882.65918,28661.73828,-97932.5625
,,,,,,31,-1090517,30586.23828,-13048.21484,30587.85352,-99761.96875
,,,,,,31.25,-1078752.625,32424.36328,-15236.76953,32434.9668,-101522.375
,,,,,,31.5,-1065916.25,34298.48828,-17427.32617,34282.07813,-103269.7891
,,,,,,31.75,-1051863.875,36236.61719,-19626.88086,36182.19531,-105040.1953
,,,,,,32,-1036371.5,38252.74219,-21870.4375,38166.30859,-106855.6016
,,,,,,32.25,-1019543.125,40325.86719,-24200.99219,40227.42188,-108711.5156
,,,,,,32.5,-1001450.75,42388.99219,-26599.54688,42292.53906,-110545.4219
,,,,,,32.75,-982278.375,44364.11719,-28979.10156,44263.65234,-112283.8281
,,,,,,33,-962282,46164.24219,-31272.66016,46059.76563,-113915.2344
,,,,,,33.25,-941813.625,47775.36719,-33474.21484,47687.87891,-115474.1406
,,,,,,33.5,-921441.25,49275.49609,-35590.76953,49222.99219,-116976.0469
,,,,,,33.75,-901084.875,50717.62109,-37590.32422,50685.10547,-118387.4531
,,,,,,34,-880376.5,52095.74609,-39436.87891,52043.22266,-119665.8672
,,,,,,34.25,-859628.125,53382.87109,-41135.43359,53297.33594,-120836.7734
,,,,,,34.5,-838911.75,54568.99609,-42740.99219,54471.44922,-121961.6797
,,,,,,34.75,-817875.375,55662.12109,-44288.54688,55576.5625,-123045.0938
,,,,,,35,-796535.0625,56679.25,-45751.10156,56615.67578,-124058
,,,,,,35.25,-775050.6875,57640.375,-47089.65625,57589.79297,-125009.4063
,,,,,,35.5,-753718.3125,58567.5,-48268.21094,58505.90625,-125921.3125
,,,,,,35.75,-733009.9375,59435.625,-49275.76953,59362.01953,-126799.2188
,,,,,,36,-712925.5625,60193.75,-50146.32422,60134.13281,-127630.125
,,,,,,36.25,-693737.1875,60838.87891,-50910.87891,60802.24609,-128367.0313
,,,,,,36.5,-676180.8125,61373.00391,-51558.43359,61346.36328,-128957.4453
,,,,,,36.75,-660312.4375,61782.12891,-52080.98828,61745.47656,-129382.3516
,,,,,,37,-646332.0625,62077.25391,-52501.54688,62024.58984,-129666.7578
,,,,,,37.25,-634807.6875,62298.37891,-52885.10156,62231.70313,-129904.6641
,,,,,,37.5,-625563.3125,62479.50391,-53283.65625,62400.81641,-130185.5781
,,,,,,37.75,-618358.9375,62620.63281,-53693.21094,62540.93359,-130496.9844
,,,,,,38,-613266.5625,62701.75781,-54063.76563,62635.04688,-130773.8906
,,,,,,38.25,-609966.1875,62723.88281,-54332.32031,62656.16016,-130963.2969
,,,,,,38.5,-607953.8125,62690.00781,-54467.87891,62585.27344,-131009.2031
,,,,,,38.75,-607157.4375,62600.13281,-54484.43359,62443.38672,-130891.6172
,,,,,,39,-608001.0625,62478.25781,-54413.98828,62291.50391,-130690.0234
,,,,,,39.25,-611100.6875,62340.38672,-54286.54297,62155.61719,-130502.9297
,,,,,,39.5,-616464.3125,62178.51172,-54127.09766,62021.73047,-130317.8359
,,,,,,39.75,-623715.9375,61986.63672,-53927.65625,61874.84375,-130050.25
,,,,,,40,-632887.5625,61800.76172,-53670.21094,61718.95703,-129700.6563
,,,,,,40.25,-643747.1875,61657.88672,-53381.76563,61583.07422,-129364.5625
,,,,,,40.5,-655622.8125,61542.01172,-53099.32031,61469.1875,-129077.9688
,,,,,,40.75,-668146.4375,61383.14063,-52780.875,61314.30078,-128785.875
,,,,,,41,-681286.125,61124.26563,-52365.43359,61052.41406,-128446.7813
,,,,,,41.25,-695025.75,60770.39063,-51873.98828,60699.52734,-128046.6875
,,,,,,41.5,-709253.375,60364.51563,-51327.54297,60294.64453,-127578.6016
,,,,,,41.75,-723441,59918.64063,-50712.09766,59844.75781,-127072.0078
,,,,,,42,-737172.625,59416.76563,-49997.65234,59346.87109,-126534.4219
,,,,,,42.25,-750800.25,58856.89453,-49121.20703,58791.98438,-125903.8281
,,,,,,42.5,-764483.875,58280.01953,-48073.76563,58205.09766,-125155.7344
,,,,,,42.75,-778071.5,57721.14453,-46910.32031,57630.21484,-124338.1406
,,,,,,43,-791723.125,57167.26953,-45654.875,57061.32813,-123520.5469
,,,,,,43.25,-805526.75,56593.39453,-44357.42969,56481.44141,-122744.9531
,,,,,,43.5,-819338.375,56004.52344,-43097.98438,55902.55469,-121994.3594
,,,,,,43.75,-832878,55400.64844,-41894.54297,55321.66797,-121232.7734
,,,,,,44,-845753.625,54760.77344,-40714.09766,54706.78516,-120450.6797
,,,,,,44.25,-857909.25,54073.89844,-39511.65234,54022.89844,-119637.0859
,,,,,,44.5,-869264.875,53327.02344,-38236.20703,53251.01172,-118761.5
,,,,,,44.75,-879236.5,52518.14844,-36899.76172,52413.125,-117810.9063
,,,,,,45,-887784.125,51681.27734,-35561.32031,51565.23828,-116802.3125
,,,,,,45.25,-895131.75,50849.40234,-34254.875,50754.35156,-115779.2188
,,,,,,45.5,-900871.375,50046.52734,-32969.42969,49998.46875,-114772.125
,,,,,,45.75,-904859,49323.65234,-31703.98438,49300.58203,-113763.5313
,,,,,,46,-907366.625,48676.77734,-30488.53906,48632.69531,-112733.4375
,,,,,,46.25,-908538.25,47986.90234,-29323.09375,47899.80859,-111642.3516
,,,,,,46.5,-908749.875,47160.03125,-28164.65234,47043.92188,-110470.7578
,,,,,,46.75,-908345.5,46259.15625,-27013.20703,46152.03906,-109294.6641
,,,,,,47,-907149.125,45430.28125,-25930.76172,45357.15234,-108202.5781
,,,,,,47.25,-904712.75,44754.40625,-24961.31641,44705.26563,-107220.4844
,,,,,,47.5,-900396.375,44166.53125,-24079.87305,44123.38281,-106314.8906
,,,,,,47.75,-893840,43605.65625,-23274.42773,43547.49219,-105450.2969
,,,,,,48,-885563.625,43117.78125,-22585.98438,43027.60938,-104656.2031
,,,,,,48.25,-875991.25,42716.91016,-22004.53906,42611.72266,-103952.1094
,,,,,,48.5,-864994.9375,42331.03516,-21511.09375,42250.83594,-103298.0156
,,,,,,48.75,-852558.5625,41912.16016,-21143.65039,41869.95313,-102689.4297
,,,,,,49,-838850.1875,41500.28906,-20910.20508,41471.0625,-102175.8359
,,,,,,49.25,-823917.8125,41154.41406,-20750.75977,41098.17969,-101775.25
,,,,,,49.5,-807841.4375,40873.53906,-20627.31641,40770.29297,-101471.6563
,,,,,,49.75,-790909.0625,40606.66406,-20522.87109,40484.40625,-101251.0625
,,,,,,50,-773848.6875,40348.78906,-20406.42773,40246.51953,-101113.9688
,,,,,,50.25,-757268.3125,40140.91406,-20297.98242,40067.63281,-101083.375
,,,,,,50.5,-740623.9375,40007.03906,-20286.53711,39950.75,-101179.2813
,,,,,,50.75,-723371.5625,39925.16406,-20429.09375,39883.86328,-101383.6875
,,,,,,51,-705863.1875,39861.28906,-20667.64844,39825.97656,-101661.5938
,,,,,,51.25,-688226.8125,39799.41797,-20866.20313,39751.08984,-101975.5078
,,,,,,51.5,-670318.4375,39765.54297,-20999.75977,39686.20313,-102303.4141
,,,,,,51.75,-652298.0625,39805.66797,-21188.31445,39694.32031,-102628.3281
,,,,,,52,-634413.6875,39960.79688,-21496.87109,39838.43359,-102953.7344
,,,,,,52.25,-617073.3125,40246.92188,-21916.42578,40130.54688,-103322.1406
,,,,,,52.5,-600492.9375,40607.04688,-22451.98047,40504.66016,-103771.5469
,,,,,,52.75,-584272.5625,40946.17188,-23057.53711,40869.77344,-104281.4531
,,,,,,53,-568796.1875,41252.29688,-23658.0918,41208.89063,-104776.3594
,,,,,,53.25,-555103.8125,41612.42188,-24226.64648,41585.00391,-105236.7656
,,,,,,53.5,-543347.4375,42108.54688,-24820.20313,42073.11719,-105724.6719
,,,,,,53.75,-533487.125,42729.67188,-25488.75781,42681.23047,-106245.5859
,,,,,,54,-525634.75,43377.80078,-26189.31445,43323.34375,-106739.4922
,,,,,,54.25,-519654.3438,44000.92578,-26877.86914,43931.46094,-107194.9063
,,,,,,54.5,-515505.9688,44612.05078,-27543.42383,44527.57422,-107639.3125
,,,,,,54.75,-513117.5938,45223.17578,-28152.98047,45134.6875,-108084.7188
,,,,,,55,-512321.2188,45846.30078,-28717.53516,45756.80078,-108545.625
,,,,,,55.25,-513084.875,46498.42969,-29294.08984,46403.91406,-109026.5313
,,,,,,55.5,-515376.5,47176.55469,-29925.64453,47071.03125,-109523.9375
,,,,,,55.75,-519252.125,47866.67969,-30585.20313,47746.14453,-110010.3438
,,,,,,56,-525039.75,48545.80469,-31180.75781,48409.25781,-110423.2578
,,,,,,56.25,-532683.375,49153.92969,-31643.3125,49008.37109,-110731.1641
,,,,,,56.5,-541919,49615.05469,-31981.86719,49476.48438,-110952.0703
,,,,,,56.75,-552914.625,49886.18359,-32232.42188,49773.60156,-111106.9844
,,,,,,57,-565670.25,50016.30859,-32404.98047,49936.71484,-111221.3906
,,,,,,57.25,-579737.875,50091.43359,-32469.53516,50029.82813,-111311.7969
,,,,,,57.5,-594637.5,50116.55859,-32420.08984,50059.94141,-111353.7031
,,,,,,57.75,-610089.125,50068.68359,-32330.64453,50022.05469,-111352.1094
,,,,,,58,-626052.75,49952.8125,-32254.19922,49910.17188,-111327.0156
,,,,,,58.25,-642208.375,49717.9375,-32099.75391,49670.28516,-111207.4219
,,,,,,58.5,-657756,49314.0625,-31759.3125,49273.39844,-110925.3359
,,,,,,58.75,-672511.625,48758.1875,-31249.86719,48732.51172,-110509.7422
,,,,,,59,-686835.25,48055.3125,-30642.42188,48020.625,-110003.6484
,,,,,,59.25,-700678.875,47172.4375,-29969.97656,47112.74219,-109378.0625
,,,,,,59.5,-714218.5,46117.56641,-29227.53125,46042.85547,-108586.9688
,,,,,,59.75,-727958.125,44932.69141,-28386.08984,44869.96875,-107628.375
,,,,,,60,-742145.75,43634.81641,-27370.64453,43605.08203,-106481.2813
,,,,,,60.25,-756877.375,42246.94141,-26185.19922,42236.19531,-105152.6875
,,,,,,60.5,-771889,40793.07031,-24923.75391,40779.3125,-103726.0938
,,,,,,60.75,-786492.625,39261.19531,-23632.31055,39244.42188,-102229
,,,,,,61,-800264.25,37667.32031,-22303.86523,37648.53906,-100620.4141
,,,,,,61.25,-812779.875,36025.44531,-20935.41992,36007.65234,-98883.82031
,,,,,,61.5,-823543.5,34350.57031,-19537.97656,34331.76563,-97052.23438
,,,,,,61.75,-832723.1875,32707.69531,-18131.53125,32677.88086,-95184.14063
,,,,,,62,-840470.8125,31162.82227,-16740.08789,31117.99414,-93329.04688
,,,,,,62.25,-846634.4375,29755.94727,-15396.64258,29702.10938,-91517.45313
,,,,,,62.5,-851470.0625,28490.07227,-14137.19727,28439.22266,-89793.85938
,,,,,,62.75,-854985.6875,27311.19922,-12955.75391,27273.33594,-88179.76563
,,,,,,63,-856965.3125,26154.32422,-11773.30859,26124.45117,-86617.67188
,,,,,,63.25,-857568.9375,25015.44922,-10539.86426,24991.56641,-85075.08594
,,,,,,63.5,-857004.5625,23976.57422,-9336.419922,23958.67969,-83612.49219
,,,,,,63.75,-855280.1875,23130.70117,-8287.974609,23111.79297,-82287.39844
,,,,,,64,-852291.8125,22488.82813,-7439.530273,22481.90625,-81120.80469
,,,,,,64.25,-847599.4375,22018.95313,-6776.085938,22037.02148,-80123.21875
,,,,,,64.5,-841091.0625,21752.07813,-6297.641602,21771.13672,-79340.125
,,,,,,64.75,-833118.6875,21743.20313,-6032.196289,21715.25,-78821.53125
,,,,,,65,-823682.3125,21962.32813,-5985.751953,21871.36328,-78536.9375
,,,,,,65.25,-812557.9375,22342.45508,-6159.307617,22221.47656,-78446.34375
,,,,,,65.5,-799937.5625,22902.58203,-6544.863281,22786.5918,-78584.25
,,,,,,65.75,-786109.1875,23701.70703,-7092.417969,23601.70703,-78986.16406
,,,,,,66,-771208.8125,24766.83203,-7754.973633,24680.82031,-79645.07031
,,,,,,66.25,-755348.4375,26066.95703,-8549.529297,25991.93359,-80550.97656
,,,,,,66.5,-738600.0625,27540.08398,-9476.084961,27470.04688,-81662.88281
,,,,,,66.75,-721547.6875,29166.20898,-10512.63965,29091.16211,-82915.79688
,,,,,,67,-704687.3125,30951.33398,-11673.19531,30869.27539,-84306.70313
,,,,,,67.25,-687682.9375,32873.46094,-12958.75,32790.39063,-85859.10938
,,,,,,67.5,-670390.5625,34887.58594,-14351.30664,34807.50391,-87565.01563
,,,,,,67.75,-653010.25,36980.71094,-15866.86133,36895.61719,-89445.92188
,,,,,,68,-635413.875,39147.83594,-17519.41797,39049.73438,-91538.82813
,,,,,,68.25,-617521.5,41345.96094,-19226.97266,41253.84375,-93769.74219
,,,,,,68.5,-599525.125,43581.08984,-20871.52734,43509.96094,-96005.64844
,,,,,,68.75,-581744.75,45892.21484,-22395.08398,45822.07422,-98170.55469
,,,,,,69,-564540.375,48260.33984,-23809.63867,48168.1875,-100223.4688
,,,,,,69.25,-547920,50640.46484,-25160.19336,50533.30078,-102173.875
,,,,,,69.5,-531875.625,53044.58984,-26511.75,52935.41797,-104118.7813
,,,,,,69.75,-517127.25,55517.71875,-27926.30469,55409.53125,-106139.6875
,,,,,,70,-504058.875,58018.84375,-29399.85938,57915.64453,-108191.5938
,,,,,,70.25,-492598.5,60481.96875,-30886.41406,60390.75781,-110171.5
,,,,,,70.5,-482962.125,62945.09375,-32376.97266,62859.87109,-112086.4063
,,,,,,70.75,-475157.75,65430.21875,-33858.52734,65347.98828,-114009.3203
,,,,,,71,-469105.375,67891.34375,-35286.08203,67822.10156,-115936.2266
,,,,,,71.25,-464973,70306.46875,-36643.63672,70256.21875,-117840.6328
,,,,,,71.5,-462600.625,72658.59375,-37938.19141,72611.32813,-119724.0469
,,,,,,71.75,-461708.25,74891.71875,-39148.75,74816.4375,-121561.4531
,,,,,,72,-462431.875,76951.84375,-40269.30469,76837.5625,-123296.3594
